ID,FPS,"LoopType (0: Single, 1: Loop)",,,
Skeleton4_death,10,"0",,,
,,,,,
TEXTURE ID,LEFT,TOP,WIDTH,HEIGHT,FLIPX
graphics/skeleton4_death.png,0,0,51,56,0
graphics/skeleton4_death.png,51,0,51,56,0
graphics/skeleton4_death.png,102,0,51,56,0
graphics/skeleton4_death.png,153,0,51,56,0
graphics/skeleton4_death.png,204,0,51,56,0
graphics/skeleton4_death.png,255,0,51,56,0
graphics/skeleton4_death.png,306,0,51,56,0
graphics/skeleton4_death.png,357,0,51,56,0
graphics/skeleton4_death.png,408,0,51,56,0
graphics/skeleton4_death.png,459,0,51,56,0
graphics/skeleton4_death.png,510,0,51,56,0
graphics/skeleton4_death.png,561,0,51,56,0
graphics/skeleton4_death.png,612,0,51,56,0
graphics/skeleton4_death.png,663,0,51,56,0
graphics/skeleton4_death.png,714,0,51,56,0
graphics/skeleton4_death.png,765,0,51,56,0
graphics/skeleton4_death.png,816,0,51,56,0
graphics/skeleton4_death.png,867,0,51,56,0
graphics/skeleton4_death.png,918,0,51,56,0
graphics/skeleton4_death.png,969,0,51,56,0
graphics/skeleton4_death.png,1020,0,51,56,0
graphics/skeleton4_death.png,1071,0,51,56,0
graphics/skeleton4_death.png,1122,0,51,56,0
graphics/skeleton4_death.png,1173,0,51,56,0
graphics/skeleton4_death.png,1224,0,51,56,0
graphics/skeleton4_death.png,1275,0,51,56,0
graphics/skeleton4_death.png,1326,0,51,56,0
graphics/skeleton4_death.png,1377,0,51,56,0
graphics/skeleton4_death.png,1428,0,51,56,0
graphics/skeleton4_death.png,1479,0,51,56,0
